id,length
ACTL6B,13362.0
ACTL7A,1491.0
ACTL7B,1399.0
ACTL8,71731.0
ACTL9,1396.0
ACTN1,106157.0
ACTN2,100491.0
ACTN3,16940.0
ACTN4,83985.0
ACTR10,35557.0
ACTR1A,40864.0
ACTR1B,8176.0
ACTR2,43509.0
ACTR3,72997.0
ACTR3B,95630.0
ACTR3C,79810.0
ACTR5,24064.0
ACTR6,42744.0
ACTR8,19161.0
ACTRT1,1442.0
ACTRT2,1437.0
ACTRT3,4056.0
ACVR1,140099.0
ACVR1B,45404.0
ACVR1C,102119.0
ACVR2A,86449.0
ACVR2B,39253.0
ACVRL1,16454.0
ACY1,6159.0
ACY3,8350.0
ACYP1,16263.0
ACYP2,334463.0
ADA,67357.0
ADA2,79446.0
ADAD1,50837.0
ADAD2,6044.0
ADAL,27939.0
ADAM10,161034.0
ADAM11,22859.0
ADAM12,376097.0
ADAM15,12215.0
ADAM17,68247.0
ADAM18,145562.0
ADAM19,180325.0
ADAM2,94552.0
ADAM20,12658.0
ADAM21,43321.0
ADAM22,268754.0
ADAM23,177804.0
ADAM28,64999.0
ADAM29,148513.0
ADAM30,2983.0
ADAM32,177928.0
ADAM33,14285.0
ADAM7,86041.0
ADAM8,14494.0
ADAM9,108692.0
ADAMDEC1,21729.0
ADAMTS1,9655.0
ADAMTS10,30496.0
ADAMTS12,52036.0
ADAMTS13,45045.0
ADAMTS14,90075.0
ADAMTS15,28001.0
ADAMTS16,179976.0
ADAMTS17,370569.0
ADAMTS18,187222.0
ADAMTS19,278998.0
ADAMTS2,234609.0
ADAMTS20,199433.0
ADAMTS3,288253.0
ADAMTS4,16208.0
ADAMTS5,49167.0
ADAMTS6,333183.0
ADAMTS7,52300.0
ADAMTS8,23687.0
ADAMTS9,172347.0
ADAMTSL1,1004388.0
ADAMTSL2,43359.0
ADAMTSL3,386160.0
ADAMTSL4,11569.0
ADAMTSL5,8583.0
ADAP1,57508.0
ADAP2,53602.0
ADAR,46319.0
ADARB1,152722.0
ADARB2,560213.0
ADAT1,26433.0
ADAT2,27864.0
ADAT3,8049.0
ADCK1,134951.0
ADCK2,23377.0
ADCK5,20142.0
ADCY1,148977.0
ADCY10,104830.0
ADCY2,434401.0
ADCY3,101131.0
ADCY4,16745.0
ADCY5,166795.0
ADCY6,23716.0
ADCY7,71999.0
ADCY8,261288.0
ADCY9,163056.0
ADCYAP1,7302.0
ADCYAP1R1,59168.0
ADD1,86507.0
ADD2,160882.0
ADD3,139210.0
ADGB,216496.0
ADGRA1,43752.0
ADGRA2,60706.0
ADGRA3,171019.0
ADGRB1,95580.0
ADGRB2,37777.0
ADGRB3,755290.0
ADGRD1,189412.0
ADGRD2,28139.0
ADGRE1,52894.0
ADGRE2,46169.0
ADGRE3,90948.0
ADGRE5,28229.0
ADGRF1,44643.0
ADGRF2,27939.0
ADGRF3,38645.0
ADGRF4,36158.0
ADGRF5,104083.0
ADGRG1,54929.0
ADGRG2,133650.0
ADGRG3,21102.0
ADGRG4,115928.0
ADGRG5,49039.0
ADGRG6,144413.0
ADGRG7,85879.0
ADGRL1,58462.0
ADGRL2,687829.0
ADGRL3,878010.0
ADGRL4,392361.0
ADGRV1,635094.0
ADH1A,15188.0
ADH1B,16689.0
ADH1C,17795.0
ADH4,34136.0
ADH5,17824.0
ADH6,17102.0
ADH7,23250.0
ADHFE1,36441.0
ADI1,22194.0
ADIG,7269.0
ADIPOQ,15760.0
ADIPOR1,18483.0
ADIPOR2,100107.0
ADIRF,39491.0
ADK,558773.0
ADM,4006.0
ADM2,4898.0
ADM5,1623.0
ADNP,42522.0
ADNP2,38262.0
ADO,3760.0
ADORA1,76754.0
ADORA2A,25299.0
ADORA2B,30617.0
ADORA3,4205.0
ADPGK,34553.0
ADPRH,10898.0
ADPRHL1,53878.0
ADPRM,13965.0
ADPRS,5055.0
ADRA1A,119129.0
ADRA1B,107933.0
ADRA1D,28658.0
ADRA2A,3879.0
ADRA2B,3696.0
ADRA2C,2179.0
ADRB1,3039.0
ADRB2,2013.0
ADRB3,3610.0
ADRM1,6802.0
ADSL,44003.0
ADSS1,23152.0
ADSS2,43416.0
ADTRP,94993.0
AEBP1,10271.0
AEBP2,316757.0
AEN,12212.0
AFAP1,181214.0
AFAP1L1,71815.0
AFAP1L2,111172.0
AFDN,145165.0
AFF1,206837.0
AFF2,500047.0
AFF3,647010.0
AFF4,88240.0
AFG1L,231871.0
AFG3L2,48542.0
AFM,22372.0
AFMID,20374.0
AFP,25037.0
AFTPH,68719.0
AGA,11671.0
AGAP1,637751.0
AGAP2,18397.0
AGAP3,58606.0
AGAP4,28282.0
AGAP5,23823.0
AGAP6,29465.0
AGAP9,21785.0
AGBL1,969299.0
AGBL2,55799.0
AGBL3,161456.0
AGBL4,1491101.0
AGBL5,28259.0
AGER,3382.0
AGFG1,89084.0
AGFG2,29031.0
AGGF1,35984.0
AGK,103967.0
AGL,74248.0
AGMAT,13380.0
AGMO,361701.0
AGO1,60725.0
AGO2,115478.0
AGO3,141805.0
AGO4,49875.0
AGPAT1,9892.0
AGPAT2,14316.0
AGPAT3,122370.0
AGPAT4,144129.0
AGPAT5,53163.0
AGPS,174449.0
AGR2,42047.0
AGR3,22576.0
AGRN,36000.0
AGRP,978.0
AGT,54801.0
AGTPBP1,195606.0
AGTR1,45262.0
AGTR2,4231.0
AGTRAP,18719.0
AGXT,12989.0
AGXT2,50814.0
AHCTF1,92966.0
AHCY,31535.0
AHCYL1,38978.0
AHCYL2,205191.0
AHDC1,70397.0
AHI1,215028.0
AHNAK,122694.0
AHNAK2,41131.0
AHR,429794.0
AHRR,117610.0
AHSA1,11740.0
AHSG,8543.0
AHSP,928.0
AICDA,11088.0
AIDA,45198.0
AIF1,1805.0
AIF1L,26677.0
AIFM1,41214.0
AIFM2,36217.0
AIFM3,16257.0
AIG1,280563.0
AIM2,132094.0
AIMP1,33913.0
AIMP2,14580.0
AIP,22981.0
AIPL1,41507.0
AIRE,12811.0
AJAP1,137926.0
AJM1,6324.0
AJUBA,11375.0
AK1,12073.0
AK2,73011.0
AK3,32488.0
AK4,85244.0
AK5,277948.0
AK6,19033.0
AK7,97904.0
AK8,153205.0
AK9,198363.0
AKAIN1,54593.0
AKAP1,36258.0
AKAP10,74042.0
AKAP11,51809.0
AKAP12,118628.0
AKAP13,368788.0
AKAP14,24884.0
AKAP17A,10929.0
AKAP3,35690.0
AKAP4,10231.0
AKAP5,9005.0
AKAP6,508387.0
AKAP7,148069.0
AKAP8,26445.0
AKAP8L,39092.0
AKAP9,169834.0
AKIP1,11294.0
AKIRIN1,14788.0
AKIRIN2,27396.0
AKNA,60250.0
AKNAD1,147587.0
AKR1A1,19577.0
AKR1B1,16936.0
AKR1B10,13846.0
AKR1B15,30766.0
AKR1C1,20031.0
AKR1C2,30257.0
AKR1C3,72333.0
AKR1C4,25147.0
AKR1C8,31268.0
AKR1D1,115983.0
AKR1E2,61434.0
AKR7A2,10154.0
AKR7A3,6328.0
AKT1,30587.0
AKT1S1,10438.0
AKT2,55220.0
AKT3,362847.0
AKTIP,13910.0
ALAD,15053.0
ALAS1,16500.0
ALAS2,21932.0
ALB,29494.0
ALCAM,210204.0
ALDH16A1,17907.0
ALDH18A1,50905.0
ALDH1A1,179773.0
ALDH1A2,544443.0
ALDH1A3,54705.0
ALDH1B1,6039.0
ALDH1L1,94434.0
ALDH1L2,87860.0
ALDH2,50646.0
ALDH3A1,10960.0
ALDH3A2,38470.0
ALDH3B1,20720.0
ALDH3B2,19070.0
ALDH4A1,31375.0
ALDH5A1,42410.0
ALDH6A1,27646.0
ALDH7A1,64163.0
ALDH8A1,32832.0
ALDH9A1,36382.0
ALDOA,6294.0
ALDOB,29105.0
ALDOC,3834.0
ALG1,53678.0
ALG10,7227.0
ALG10B,12960.0
ALG11,66842.0
ALG12,18230.0
ALG13,94839.0
ALG14,98547.0
ALG1L2,31397.0
ALG2,5518.0
ALG3,7248.0
ALG5,51026.0
ALG6,70979.0
ALG8,44417.0
ALG9,90211.0
ALK,728813.0
ALKAL1,31394.0
ALKAL2,11338.0
ALKBH1,35620.0
ALKBH2,10275.0
ALKBH3,39464.0
ALKBH4,8628.0
ALKBH5,26877.0
ALKBH6,5178.0
ALKBH7,2488.0
ALKBH8,63016.0
ALLC,44472.0
ALMS1,239409.0
ALOX12,14706.0
ALOX12B,15081.0
ALOX15,11376.0
ALOX15B,10124.0
ALOX5,71972.0
ALOX5AP,51595.0
ALOXE3,23148.0
ALPG,3871.0
ALPI,4629.0
ALPK1,157113.0
ALPK2,147845.0
ALPK3,56304.0
ALPL,69014.0
ALPP,4166.0
ALS2,81846.0
ALS2CL,25078.0
ALX1,21565.0
ALX3,10803.0
ALX4,49700.0
ALYREF,3752.0
AMACR,21940.0
AMBN,15033.0
AMBP,20844.0
AMBRA1,197712.0
AMD1,24110.0
AMDHD1,25420.0
AMDHD2,11083.0
AMELX,7349.0
AMELY,45835.0
AMER1,20592.0
AMER2,10610.0
AMER3,12595.0
AMFR,64097.0
AMH,2765.0
AMHR2,8001.0
AMIGO1,5561.0
AMIGO2,5196.0
AMIGO3,2856.0
AMMECR1,246133.0
AMMECR1L,24338.0
AMN,10934.0
AMN1,57980.0
AMOT,66329.0
AMOTL1,170318.0
AMOTL2,20133.0
AMPD1,22529.0
AMPD2,15952.0
AMPD3,199716.0
AMPH,247808.0
AMT,5908.0
AMTN,14175.0
AMY1A,14038.0
AMY1B,13650.0
AMY1C,13601.0
AMY2A,8354.0
AMY2B,25720.0
AMZ1,96225.0
AMZ2,52232.0
ANAPC1,273052.0
ANAPC10,266916.0
ANAPC11,10323.0
ANAPC13,9013.0
ANAPC15,7311.0
ANAPC16,19998.0
ANAPC2,14245.0
ANAPC4,43101.0
ANAPC5,91652.0
ANAPC7,30831.0
ANG,16022.0
ANGEL1,44514.0
ANGEL2,23686.0
ANGPT1,248574.0
ANGPT2,63778.0
ANGPT4,46435.0
ANGPTL1,22670.0
ANGPTL2,35298.0
ANGPTL3,9733.0
ANGPTL4,11149.0
ANGPTL5,25849.0
ANGPTL6,14276.0
ANGPTL7,6627.0
ANGPTL8,4442.0
ANHX,17566.0
ANK1,243522.0
ANK2,566200.0
ANK3,707193.0
ANKAR,86904.0
ANKDD1A,46840.0
ANKDD1B,70592.0
ANKEF1,72178.0
ANKFN1,634716.0
ANKFY1,100175.0
ANKH,167078.0
ANKHD1,139509.0
ANKHD1-EIF4EBP3,147662.0
ANKIB1,156098.0
ANKK1,12638.0
ANKLE1,6005.0
ANKLE2,36330.0
ANKMY1,89788.0
ANKMY2,46053.0
ANKRA2,13523.0
ANKRD1,9000.0
ANKRD10,36532.0
ANKRD11,222943.0
ANKRD12,149758.0
ANKRD13A,40578.0
ANKRD13B,24993.0
ANKRD13C,95736.0
ANKRD13D,13196.0
ANKRD16,28291.0
ANKRD17,185772.0
ANKRD18A,80030.0
ANKRD18B,84598.0
ANKRD2,11398.0
ANKRD20A1,87788.0
ANKRD22,31949.0
ANKRD23,33409.0
ANKRD24,42189.0
ANKRD26,126725.0
ANKRD27,79598.0
ANKRD28,192536.0
ANKRD29,64163.0
ANKRD30A,106970.0
ANKRD30B,126396.0
ANKRD30BL,110379.0
ANKRD31,168637.0
ANKRD33,3719.0
ANKRD33B,93747.0
ANKRD34A,5135.0
ANKRD34B,13725.0
ANKRD34C,15518.0
ANKRD35,19529.0
ANKRD36,151369.0
ANKRD36B,97215.0
ANKRD36C,154913.0
ANKRD37,4608.0
ANKRD39,21406.0
ANKRD40,14717.0
ANKRD40CL,6600.0
ANKRD42,66983.0
ANKRD44,344157.0
ANKRD45,61516.0
ANKRD46,50033.0
ANKRD49,5605.0
ANKRD50,48685.0
ANKRD52,20578.0
ANKRD53,7120.0
ANKRD54,18475.0
ANKRD55,133651.0
ANKRD6,200720.0
ANKRD60,12528.0
ANKRD61,5177.0
ANKRD62,35922.0
ANKRD63,4693.0
ANKRD65,6133.0
ANKRD66,12574.0
ANKRD7,281503.0
ANKRD9,8058.0
ANKS1A,202179.0
ANKS1B,1258480.0
ANKS3,37869.0
ANKS4B,20152.0
ANKS6,65637.0
ANKUB1,207286.0
ANKZF1,6911.0
ANLN,64065.0
ANO1,203624.0
ANO10,336736.0
ANO2,414364.0
ANO3,474448.0
ANO4,411405.0
ANO5,500909.0
ANO6,266294.0
ANO7,37485.0
ANO8,11633.0
ANO9,24152.0
ANOS1,203322.0
ANP32A,42391.0
ANP32B,32729.0
ANP32D,1064.0
ANP32E,17786.0
ANPEP,30527.0
ANTKMT,2010.0
ANTXR1,236152.0
ANTXR2,224309.0
ANTXRL,44383.0
ANXA1,21756.0
ANXA10,95200.0
ANXA11,54695.0
ANXA13,56621.0
ANXA2,55750.0
ANXA2R,3938.0
ANXA3,58873.0
ANXA4,183314.0
ANXA5,29666.0
ANXA6,57110.0
ANXA7,39631.0
ANXA8,24014.0
ANXA8L1,16198.0
ANXA9,14757.0
AOAH,215242.0
AOC1,36878.0
AOC2,6128.0
AOC3,6947.0
AOPEP,425190.0
AOX1,91201.0
AP1AR,41748.0
AP1B1,60933.0
AP1G1,80202.0
AP1G2,8514.0
AP1M1,48053.0
AP1M2,14646.0
AP1S1,7245.0
AP1S2,29126.0
AP1S3,170348.0
AP2A1,40125.0
AP2A2,87365.0
AP2B1,148372.0
AP2M1,9526.0
AP2S1,12747.0
AP3B1,303123.0
AP3B2,50832.0
AP3D1,63487.0
AP3M1,30801.0
AP3M2,18728.0
AP3S1,72665.0
AP3S2,64040.0
AP4B1,11529.0
AP4E1,97224.0
AP4M1,9505.0
AP4S1,106001.0
AP5B1,7079.0
AP5M1,30239.0
AP5S1,17455.0
AP5Z1,18783.0
APAF1,90285.0
APBA1,48613.0
APBA2,233869.0
APBA3,10929.0
APBB1,24343.0
APBB1IP,130109.0
APBB2,406688.0
APBB3,6514.0
APC,138742.0
APC2,26943.0
APCDD1,35315.0
APCDD1L,56948.0
APCS,1040.0
APEH,9991.0
APELA,22064.0
APEX1,3255.0
APEX2,8727.0
APH1A,4182.0
APH1B,33109.0
API5,32576.0
APIP,63427.0
APLF,188291.0
APLN,9701.0
APLNR,3674.0
APLP1,11905.0
APLP2,76665.0
APMAP,29858.0
APOA1,2454.0
APOA2,2016.0
APOA4,2605.0
APOA5,4013.0
APOB,42645.0
APOBEC1,16509.0
APOBEC2,11691.0
APOBEC3A,10099.0
APOBEC3B,10458.0
APOBEC3C,6129.0
APOBEC3D,12165.0
APOBEC3F,15369.0
APOBEC3G,10685.0
APOBEC3H,6844.0
APOBEC4,7042.0
APOBR,4326.0
APOC1,6922.0
APOC2,3872.0
APOC3,6325.0
APOC4,3262.0
APOD,15329.0
APOE,5610.0
APOF,2290.0
APOH,44931.0
APOL1,14460.0
APOL2,13746.0
APOL3,26386.0
APOL4,15717.0
APOL5,11612.0
APOL6,20019.0
APOLD1,104059.0
APOM,5795.0
APOO,74718.0
APOOL,89445.0
APP,290594.0
APPBP2,83085.0
APPL1,50402.0
APPL2,63737.0
APRT,2625.0
APTX,138530.0
AQP1,13798.0
AQP10,4236.0
AQP11,21674.0
AQP12A,6618.0
AQP12B,6489.0
AQP2,8142.0
AQP3,6441.0
AQP4,13729.0
AQP5,3872.0
AQP6,9946.0
AQP7,19504.0
AQP7B,25644.0
AQP8,13202.0
AQP9,47746.0
AQR,117984.0
AR,187267.0
ARAF,10740.0
ARAP1,110396.0
ARAP2,296557.0
ARAP3,29016.0
ARC,3431.0
ARCN1,30644.0
AREG,10007.0
AREL1,59681.0
ARF1,17372.0
ARF3,21792.0
ARF4,26858.0
ARF5,3331.0
ARF6,4447.0
ARFGAP1,17006.0
ARFGAP2,13176.0
ARFGAP3,61605.0
ARFGEF1,170451.0
ARFGEF2,114983.0
ARFGEF3,182725.0
ARFIP1,139368.0
ARFIP2,6797.0
ARFRP1,10041.0
ARG1,113501.0
ARG2,31789.0
ARGFX,22674.0
ARGLU1,26489.0
ARHGAP1,23903.0
ARHGAP10,340859.0
ARHGAP11A,24809.0
ARHGAP11A-SCG5,83236.0
ARHGAP11B,25036.0
ARHGAP12,123479.0
ARHGAP15,676991.0
ARHGAP17,96278.0
ARHGAP18,134116.0
ARHGAP19,70501.0
ARHGAP20,136148.0
ARHGAP21,140279.0
ARHGAP22,210230.0
ARHGAP23,93106.0
ARHGAP24,527519.0
ARHGAP25,147233.0
ARHGAP26,458635.0
ARHGAP27,40524.0
ARHGAP28,186037.0
ARHGAP29,126081.0
ARHGAP30,23025.0
ARHGAP31,126363.0
ARHGAP32,314265.0
ARHGAP33,14291.0
ARHGAP35,144081.0
ARHGAP36,31540.0
ARHGAP39,156701.0
ARHGAP4,27633.0
ARHGAP40,49261.0
ARHGAP42,306654.0
ARHGAP44,202146.0
ARHGAP45,20720.0
ARHGAP5,83935.0
ARHGAP6,548270.0
ARHGAP8,110242.0
ARHGAP9,16563.0
ARHGDIA,3660.0
ARHGDIB,19971.0
ARHGDIG,2561.0
ARHGEF1,47072.0
ARHGEF10,135311.0
ARHGEF10L,158509.0
ARHGEF11,112064.0
ARHGEF12,153700.0
ARHGEF15,12887.0
ARHGEF16,26578.0
ARHGEF17,61113.0
ARHGEF18,123549.0
ARHGEF19,15040.0
ARHGEF2,60220.0
ARHGEF25,7066.0
ARHGEF26,136825.0
ARHGEF28,316635.0
ARHGEF3,351912.0
ARHGEF33,85580.0
ARHGEF35,12992.0
ARHGEF37,83022.0
ARHGEF38,155474.0
ARHGEF39,16992.0
ARHGEF4,210350.0
ARHGEF40,20602.0
ARHGEF5,25345.0
ARHGEF6,116142.0
ARHGEF7,191179.0
ARHGEF9,174308.0
ARID1A,88869.0
ARID1B,434760.0
ARID2,179131.0
ARID3A,51412.0
ARID3B,56944.0
ADAL,27939.0
ADGRF2,27939.0
ARID3C,8018.0
ARID4A,75384.0
ARID4B,196586.0
ARID5A,15922.0
ARID5B,195261.0
ARIH1,128680.0
ARIH2,67562.0
ARL1,14657.0
ARL10,36379.0
ARL11,6379.0
ARL13A,21124.0
ARL13B,75540.0
ARL14,1289.0
ARL14EP,15355.0
ARL14EPL,27795.0
ARL15,426641.0
ARL16,2633.0
ARL17A,79916.0
ARL17B,87583.0
ARL2,10185.0
ARL2BP,8377.0
ARL3,40707.0
ARL4A,4357.0
ARL4C,4041.0
ARL4D,2988.0
ARL5A,39548.0
ARL5B,22336.0
ARL5C,10591.0
ARL6,36709.0
ARL6IP1,9964.0
ARL6IP4,3435.0
ARL6IP5,21156.0
ARL6IP6,44750.0
ARL8A,11340.0
ARL8B,58663.0
ARL9,19751.0
ARMC1,31762.0
ARMC10,28278.0
ARMC12,12048.0
ARMC2,126136.0
ARMC3,110500.0
ARMC5,9093.0
ARMC6,26737.0
ARMC7,20321.0
ARMC8,111137.0
ARMC9,178303.0
ARMCX1,4294.0
ARMCX2,4768.0
ARMCX3,5047.0
ARMCX4,115173.0
ARMCX5,4992.0
ARMCX5-GPRASP2,41036.0
ARMCX6,2886.0
ARMH1,50900.0
ARMH2,1583.0
ARMH3,210660.0
ARMH4,298405.0
ARMS2,2700.0
ARMT1,27939.0
ARNT,68155.0
ARNT2,193623.0
ARNTL,27939.0
ARNTL2,27939.0
ARPC1A,40388.0
ARPC1B,20602.0
ARPC2,37727.0
ARPC3,15841.0
ARPC4,14615.0
ARPC4-TTLL3,42320.0
ARPC5,14938.0
ARPC5L,15604.0
ARPIN,17947.0
ARPIN-AP3S2,78575.0
ARPP19,22839.0
ARPP21,155552.0
ARR3,13536.0
ARRB1,91670.0
ARRB2,11108.0
ARRDC1,10609.0
ARRDC2,12977.0
ARRDC3,14687.0
ARRDC4,13136.0
ARRDC5,12512.0
ARSA,5424.0
ARSB,208879.0
ARSD,25434.0
ARSF,72588.0
ARSG,163550.0
ARSH,27566.0
ARSI,42965.0
ARSJ,79444.0
ARSK,50002.0
ARSL,34431.0
ART1,23434.0
ART3,102911.0
ART4,17958.0
ART5,4685.0
ARTN,3925.0
ARV1,21753.0
ARVCF,46932.0
ARX,12727.0
AS3MT,32430.0
ASAH1,29007.0
ASAH2,96943.0
ASAH2B,77178.0
ASAP1,391659.0
ASAP2,198926.0
ASAP3,56077.0
ASB1,25509.0
ASB10,12138.0
ASB11,33944.0
ASB12,6414.0
ASB13,27759.0
ASB14,24344.0
ASB15,72472.0
ASB16,8638.0
ASB17,13532.0
ASB18,70951.0
ASB2,45049.0
ASB3,327489.0
ASB4,61790.0
ASB5,63899.0
ASB6,7568.0
ASB7,49157.0
ASB8,33425.0
ASB9,35180.0
ASCC1,121636.0
ASCC2,49697.0
ASCC3,373214.0
ASCL1,2840.0
ASCL2,2091.0
ASCL3,5439.0
ASCL4,1941.0
ASCL5,13242.0
ASDURF,4986.0
ASF1A,15020.0
ASF1B,17111.0
ASGR1,7114.0
ASGR2,16438.0
ASH1L,227895.0
ASH2L,38632.0
ASIC1,26074.0
ASIC2,1161878.0
ASIC3,4465.0
ASIC4,24603.0
ASIC5,29585.0
ASIP,74778.0
ASL,18898.0
ASMT,28023.0
ASMTL,50649.0
ASNS,20866.0
ASNSD1,9447.0
ASPA,31032.0
ASPDH,3123.0
ASPG,30046.0
ASPH,214220.0
ASPHD1,19490.0
ASPHD2,16287.0
ASPM,62574.0
ASPN,36004.0
ASPRV1,1543.0
ASPSCR1,40600.0
ASRGL1,55974.0
ASS1,59080.0
ASTE1,14584.0
ASTL,15747.0
ASTN1,307672.0
ASTN2,991959.0
ASXL1,81054.0
ASXL2,144735.0
ASXL3,172977.0
ASZ1,64902.0
ATAD1,90844.0
ATAD2,96501.0
ATAD2B,178501.0
ATAD3A,22540.0
ATAD3B,26093.0
ATAD3C,20475.0
ATAD5,63904.0
ATAT1,19994.0
ATCAY,48219.0
ATE1,219409.0
ATF1,57453.0
ATF2,96133.0
ATF3,55444.0
ATF4,2996.0
ATF5,10026.0
ATF6,211314.0
ATF6B,12990.0
ATF7,118555.0
ATF7-NPFF,119289.0
ATF7IP,137305.0
ATF7IP2,157207.0
ATG10,305243.0
ATG101,8250.0
ATG12,13638.0
ATG13,57568.0
ATG14,45440.0
ATG16L1,85624.0
ATG16L2,29537.0
ATG2A,22715.0
ATG2B,84147.0
ATG3,29537.0
ATG4A,63004.0
ATG4B,36645.0
ATG4C,82179.0
ATG4D,9891.0
ATG5,281055.0
ATG7,285357.0
ATG9A,10338.0
ATG9B,12291.0
ATIC,37818.0
ATL1,101509.0
ATL2,83490.0
ATL3,47835.0
ATM,146299.0
ATMIN,11509.0
ATN1,17860.0
ATOH1,2212.0
ATOH7,1519.0
ATOH8,40040.0
ATOX1,34449.0
ATP10A,187912.0
ATP10B,289095.0
ATP10D,108212.0
ATP11A,197258.0
ATP11B,129540.0
ATP11C,218931.0
ATP12A,32065.0
ATP13A1,18503.0
ATP13A2,25971.0
ATP13A3,95693.0
ATP13A4,194145.0
ATP13A5,104032.0
ATP1A1,37594.0
ATP1A2,27838.0
ATP1A3,30916.0
ATP1A4,35395.0
ATP1B1,205296.0
ATP1B2,11144.0
ATP1B3,50426.0
ATP1B4,21165.0
ATP23,53110.0
ATP2A1,26062.0
ATP2A2,70425.0
ATP2A3,40626.0
ATP2B1,121479.0
